id,track_id,video_id,title,channel_title,score,embeddable,chosen,fetched_at
452,2450,Cj0bIUNsu_w,"Kai Noob, Vladimir Gnatenko - Noppera-bō (2022)",Discogs,8.0,1,1,1771444130748
453,2451,d-zIq1wnfJs,"Vladimir Gnatenko - Umibōzu (2022)",Discogs,8.0,1,1,1771444130750
454,2452,2SLxvvAqr4w,"Kai Noob, Vladimir Gnatenko - Zashiki-warashi (2022)",Discogs,8.0,1,1,1771444130751
455,2438,YB2-imWN-4c,"Vladimir Gnatenko - Die Nag [AOP005]",Discogs,8.0,1,1,1771444131261
456,2439,2LvQcLhqdxY,"Vladimir Gnatenko-Puma stert",Discogs,8.0,1,1,1771444131262
457,2440,a-OVgsAcN4E,"Vladimir Gnatenko - Maanlig [AOP005]",Discogs,8.0,1,1,1771444131262
458,2441,9kQe6F9mgoI,"ARDB - 008 1",Discogs,8.0,1,1,1771444132322
459,2442,ipP56JYXR0c,"ARDB - 008 2",Discogs,8.0,1,1,1771444132323
460,2443,yCq7baEck60,"ARDB - 008 3",Discogs,8.0,1,1,1771444132324
461,2444,oWsQL-fmldM,"ARDB - 008 4",Discogs,8.0,1,1,1771444132324
462,2453,LDJGS1-w6-c,"Adrian Niculae, Dinu-010.1 (ATIPIC010)",Discogs,8.0,1,1,1771444135379
463,2454,1FoeRmb5Rs8,"Adrian Niculae, Dinu-010.2 (ATIPIC010)",Discogs,8.0,1,1,1771444135381
464,2455,20IkZqxMmCU,"Adrian Niculae, Dinu-010.3 (ATIPIC010)",Discogs,8.0,1,1,1771444135381
465,2460,cI5fuUKeyX8,"Franco Cinelli & Esteban Gutierrez Feat Lux Z-ATIPIC011.1 (ATIPIC011)",Discogs,8.0,1,1,1771444137085
466,2461,0tFqaGcxrWE,"Franco Cinelli & Esteban Gutierrez Feat Lux Z-ATIPIC011.2 (ATIPIC011)",Discogs,8.0,1,1,1771444137086
467,2458,XkB9zUnCM3I,"Invisible Menders - The Genie (Animals on Psychedelics)",Discogs,8.0,1,1,1771444137525
468,2459,hMc5ZZJbosg,"Invisible Menders - Midnight Drive (Menders' Re-Stitch) (Animals on Psychedelics)",Discogs,8.0,1,1,1771444137525
469,2462,d1FiNrHgCXg,"Joren Edwards ‎– 012.1 [Atipic 012]",Discogs,8.0,1,1,1771444139026
470,2463,0fTKosx-9gs,"Joren Edwards ‎– 012.2 [Atipic 012]",Discogs,8.0,1,1,1771444139030
471,2472,zNZMCV50nU8,014.1,Discogs,4.0,1,1,1771444141399
472,2473,xByFL1YJ89U,014.2,Discogs,10.0,1,1,1771444141400
473,2474,RXiPb8tIv_o,014.3,Discogs,10.0,1,1,1771444141400
474,2475,VOlPX3-yyKM,014.4,Discogs,10.0,1,1,1771444141401
475,2464,qs4BVGUAaBA,"BPMF - Liza On Clouds (Animals on Psychedelics)",Discogs,8.0,1,1,1771444141792
476,2465,dFfjp-43cuY,"Invisible Menders - Three On Three (Animals on Psychedelics)",Discogs,8.0,1,1,1771444141793
477,2466,m0NfF3TWDoY,"Memphis - Altered States (Animals on Psychedelics)",Discogs,8.0,1,1,1771444141793
478,2467,hRZV7TpeBr8,"Miro SundayMusiq - From Behind The Corner(Animals on Psychedelics)",Discogs,8.0,1,1,1771444141794
479,2476,06mHI0UKBFE,"Costin Rp - 015.1 [ATIPIC015]",Discogs,8.0,1,1,1771444142261
480,2477,5_IdPdjLTfQ,"Costin Rp - 015.2 [ATIPIC015]",Discogs,8.0,1,1,1771444142261
481,2478,omhr8gYUHpI,"Costin Rp - 015.3 [ATIPIC015]",Discogs,8.0,1,1,1771444142263
482,2479,NF0wKAv1zw8,"Costin Rp - 015.4 [ATIPIC015]",Discogs,8.0,1,1,1771444142264
483,2468,qs4BVGUAaBA,"BPMF - Liza On Clouds (Animals on Psychedelics)",Discogs,8.0,1,1,1771444142680
484,2469,dFfjp-43cuY,"Invisible Menders - Three On Three (Animals on Psychedelics)",Discogs,8.0,1,1,1771444142681
485,2470,m0NfF3TWDoY,"Memphis - Altered States (Animals on Psychedelics)",Discogs,8.0,1,1,1771444142682
486,2471,hRZV7TpeBr8,"Miro SundayMusiq - From Behind The Corner(Animals on Psychedelics)",Discogs,8.0,1,1,1771444142682
487,2480,2uC85hQ8Mfs,"Ardb - 016.1 (2023)",Discogs,8.0,1,1,1771444144453
488,2481,8fNM2ERUF1g,"Ardb - 016.2 (2023)",Discogs,8.0,1,1,1771444144464
489,2482,SSe-4LWkhf8,"Ardb - 016.3 (2023)",Discogs,8.0,1,1,1771444144465
490,2483,iHQurGxPAmc,"Ardb - 016.4 (2023)",Discogs,8.0,1,1,1771444144466
491,2484,f4sE4AMhwxg,017.1,Discogs,10.0,1,1,1771444145782
492,2485,6-o9w8QLPws,017.2,Discogs,10.0,1,1,1771444145784
493,2486,u17YVNsY9kQ,017.3,Discogs,10.0,1,1,1771444145784
497,2490,eZsGcyOSGiM,"Matthew Dexter - Mercurial",Discogs,8.0,1,1,1771444146095
498,2491,BgXV8m-rjn4,"Matthew Dexter - Pro Nobis",Discogs,8.0,1,1,1771444146096
499,2492,M6iUo00g52Y,"Matthew Dexter - Uplink",Discogs,8.0,1,1,1771444146097
500,2493,uitfL6HPi3c,"Christopher Ledger - 018 1 [ATIPIC018]",Discogs,8.0,1,1,1771444148491
501,2494,Yi1KMEDwkkE,"Christopher Ledger - 018.2 (2024)",Discogs,8.0,1,1,1771444148492
502,2495,ypOXEy5Jzvw,"Christopher Ledger - 018.3 (2024)",Discogs,8.0,1,1,1771444148492
503,2496,7FUwbwZVzXk,"Christopher Ledger - 018.4",Discogs,8.0,1,1,1771444148492
504,2500,S0pJwAAij_s,"ISH -- The mind is a Labyrinth",Discogs,8.0,1,1,1771444149623
505,2501,95Qvoelmy14,"ISH -- Humans & Robots",Discogs,8.0,1,1,1771444149623
506,2502,aQMgKfuc0b8,"ISH -- Timewalk",Discogs,8.0,1,1,1771444149623
507,2503,uGYSj3y3_tE,019.1,Discogs,10.0,1,1,1771444149703
508,2504,huH-oGtpb0k,019.2,Discogs,10.0,1,1,1771444149704
509,2505,mxSxJcRT9DQ,"dumitrescu - 019.3",Discogs,8.0,1,1,1771444149704
510,2506,RPu-aap9vJE,"DumitrEscu - 019.4",Discogs,8.0,1,1,1771444149704
511,2515,NM6PHgDWiRw,"Krijka - Cloning Procedures",Discogs,8.0,1,1,1771444154026
512,2516,nZCqjodKffs,"Krijka - E-Tribes",Discogs,8.0,1,1,1771444154027
513,2517,UI6kOkzAU_I,"[PREMIERE] Mad Caps  - Krijka | Animals On Psychedelics [2025]",Discogs,8.0,1,1,1771444154027
514,2518,n6dwXOrVgFc,"[PREMIERE] Datura - Krijka | Animals On Psychedelics [2025]",Discogs,8.0,1,1,1771444154028
515,2529,gMEnQVgG4ag,"Arapu - Slower [ATIPICLAB001]",Discogs,8.0,1,1,1771444160490
516,2530,ier9jG44JPU,"Arapu - Blues [ATIPICLAB001]",Discogs,8.0,1,1,1771444160499
517,2534,1QWQqA0q8TQ,"Faster - Stereo Quartz",Discogs,8.0,1,1,1771444205811
518,2535,M2hNrYAeWdQ,"Faster - Pfer",Discogs,8.0,1,1,1771444205811
519,2536,D0U1gZy6OC8,"Faster - Diciotto",Discogs,8.0,1,1,1771444205812
520,2537,JAnscZlStHs,"Floog - On The Go [ATIPICLAB003]",Discogs,8.0,1,1,1771444208282
521,2538,_BU7D-pAT74,"Floog - Bind [ATPICLAB003]",Discogs,8.0,1,1,1771444208284
522,2539,SCFsULLRFbw,"Floog - Break & After [ATPICLAB003]",Discogs,8.0,1,1,1771444208284
523,2540,Ri9-2chSjc8,"Floog - Suborbital [ATPICLAB003]",Discogs,8.0,1,1,1771444208285
524,2541,f61OX9Cy6Kc,"Cosmjn - See The Sun [ATIPICLAB004]",Discogs,8.0,1,1,1771444209468
525,2542,ehMHOtf3ggo,"Cosmjn - Heberg [ATIPICLAB004]",Discogs,8.0,1,1,1771444209469
529,2546,ZqE11YJpqRU,"Basic moves",Discogs,10.0,1,1,1771444323649
530,2547,92R0E6TYFcg,"Vlad Arapasu -  Vandab [ATIPICLAB005]",Discogs,8.0,1,1,1771444323649
531,2548,6XMAIBUwxK0,"Vlad Arapasu -  Pitch Mode [ATIPICLAB005]",Discogs,8.0,1,1,1771444323650
535,2552,DiTmNJz1lAk,"VincentIulian - Agera (ATIPICLAB006)",Discogs,8.0,1,1,1771444326747
536,2553,MEqVgwNFlGI,"VincentIulian - I Don't Wonder (ATIPICLAB006)",Discogs,8.0,1,1,1771444326748
537,2554,zQfqw6Vt2ME,"VincentIulian - Ultrak (ATIPICLAB006)",Discogs,8.0,1,1,1771444326748
540,2557,i45bl4fd5go,Guidance,Discogs,10.0,1,1,1771444572117
541,2558,F6e7_-7koSw,"Distant Thunder",Discogs,10.0,1,1,1771444572118
545,2562,_q7gmKJ52TM,"Direkt-JJJ (ATIPICLAB008)",Discogs,8.0,1,1,1771444574867
546,2563,bCedI_PmTII,"Direkt-Liquid (ATIPICLAB008)",Discogs,8.0,1,1,1771444574868
547,2564,DYwiDAx__-s,"Direkt-End Credits (ATIPICLAB008)",Discogs,8.0,1,1,1771444574869
548,2634,s7lqSFAtOw8,How,Discogs,10.0,1,1,1771446271306
549,2635,KI_gYfGYCZU,Definition,Discogs,10.0,1,1,1771446271308
550,2636,uXP1M_d_iek,Ex,Discogs,10.0,1,1,1771446271309
551,2637,KVxAoyvj3xw,"DumitrEscu-Lunar Eclipse (ATIPICLAB010)",Discogs,8.0,1,1,1771446273598
552,2638,o35w3Yo4A8w,"DumitrEscu-Electrinsekta (ATIPICLAB010)",Discogs,8.0,1,1,1771446273600
553,2639,yy1GJVNONPQ,"Livio & Roby - Reki [ATIPICLAB011]",Discogs,8.0,1,1,1771446274527
554,2640,YIZMH3hKKKc,"Livio & Roby - Re Viens [ATIPICLAB011]",Discogs,8.0,1,1,1771446274528
555,2641,S3-rk9pspT4,"Cosmjn - The 90's generation [ATIPICLAB012]",Discogs,8.0,1,1,1771446276736
556,2642,KFKTNPNFt-A,"Cosmjn - Cold touch [ATIPICLAB012]",Discogs,8.0,1,1,1771446276736
557,2643,CCRGAr2uCIk,Drops,Discogs,10.0,1,1,1771446278055
558,2644,u18MzWp3ZIY,"80'revamp",Discogs,8.0,1,1,1771446278056
559,2645,QV4LG38EARw,CC,Discogs,10.0,1,1,1771446278057
560,2646,TG5iV7CgfX4,"Sublee - Egold (2021)",Discogs,8.0,1,1,1771446280030
561,2647,I3uo0eM1-TY,"Sublee - New Earth (2021)",Discogs,8.0,1,1,1771446280031
562,2648,GGr5D80czFQ,"Floog - Gangurescu [ATIPICLAB015]",Discogs,8.0,1,1,1771446281473
563,2649,e-XH8V5sMt8,"Floog - Enyo [ATIPICLAB015]",Discogs,8.0,1,1,1771446281479
564,2650,0t6d0Dn9CQ0,"Floog - Love poem [ATIPICLAB015]",Discogs,8.0,1,1,1771446281481
565,2651,8yEW10xsQDs,"Floog - Love poem (Priku Remix) [ATIPICLAB015]",Discogs,8.0,1,1,1771446281482
566,2652,gZuHI_p15ZM,"Gradient Raccoon",Discogs,10.0,1,1,1771446283639
567,2653,NoYD1i0OkJI,"Better Place",Discogs,10.0,1,1,1771446283640
568,2654,JEA809LlUKg,"Endless Acid",Discogs,10.0,1,1,1771446283648
569,2655,pdmPf1IkawQ,"Super Sun",Discogs,10.0,1,1,1771446283653
570,2656,mgHPtKc3aME,"Arapu - A1 Acoustic [ATIPICLAB017]",Discogs,8.0,1,1,1771446284707
571,2657,XfkRUZ7KdoU,"Arapu - B1 Replacement [ATIPICLAB017]",Discogs,8.0,1,1,1771446284709
572,2659,Omfd17vQ9iM,"mihai pol - granular lullaby",Discogs,8.0,1,1,1771446287489
573,2660,ptaCBuzwmgk,"Conforce - Tidal Gateway [124DSR]",Discogs,8.0,1,1,1771447946772
574,2661,hQKoDnNvosA,"Conforce - Fauna Of Estuaries [124DSR]",Discogs,8.0,1,1,1771447946773
575,2662,6LXnslNFmTk,"Conforce - Inland Current [124DSR]",Discogs,8.0,1,1,1771447946774
576,2663,xQqfDKnvBU0,"Conforce - ECCV Quay [124DSR]",Discogs,8.0,1,1,1771447946774
577,2664,_zVgBEMbpTY,"Conforce - Harnessed Life In Programmed Form [124DSR]",Discogs,8.0,1,1,1771447946775
578,2665,HI51kcP7FmQ,"Conforce - Autonomously Surpassed [124DSR]",Discogs,8.0,1,1,1771447946776
579,2666,S1hF0VgtaHE,"Conforce - Meuse-Plain [124DSR]",Discogs,8.0,1,1,1771447946776
580,2667,WERXrtQFuD4,"Conforce - Seasonal Erosion [124DSR]",Discogs,8.0,1,1,1771447946777
581,2669,GKH7WE9ltmo,"A.T. - Overseas [DISCARDED-106]",Discogs,8.0,1,1,1771447950714
582,2670,QZ4lCx4KwTQ,"A T  Bluephonic Discarded 106",Discogs,8.0,1,1,1771447950724
583,2671,7SCBNk5w0is,"A.T.  Bluephonic dub (Discarded 106)",Discogs,4.0,1,1,1771447950725
584,2672,tAlFbzO1-Us,"Lenzyak - Yupi",Discogs,8.0,1,1,1771447956618
585,2673,An6lCRH0f2I,"Lenzyak - Flicker [DISCARDED-017]",Discogs,8.0,1,1,1771447956625
586,2674,WB4_IsRvg-M,"Lenzyak - Trippy Land",Discogs,8.0,1,1,1771447956627
587,2675,pvGMkALfnMo,"Lenzyak -Sirius",Discogs,8.0,1,1,1771447956632
588,2676,751qe1pgOOY,"Paradise City Breakers - Televised Justice [DISCARDED108]",Discogs,8.0,1,1,1771447961563
589,2678,fAQTu6Sl0x4,"Paradise City Breakers - P City Vice [DISCARDED108]",Discogs,8.0,1,1,1771447961565
590,2681,4bgACMGa5ww,"Yu - Beautiful Moment (Original Mix)",Discogs,8.0,1,1,1771447964651
591,2692,75pvz1iK0Ik,"[DSCGM101] A2 Marco Pellegrino - Own Cut (Lucretio Remix)",Discogs,8.0,1,1,1771447976782
592,2695,DWpOag8sOIo,"[DSCGM101] B2 Marco Pellegrino - Night Walk",Discogs,8.0,1,1,1771447976785
593,2696,yzd6zcmIPZk,"DISCARDED102 A1 OCP aka The Analogue Cops - Tubejazz",Discogs,8.0,1,1,1771447994011
594,2699,3tI0_6A0Hk0,"DISCARDED102 B2 OCP aka The Analogue Cops   Thieftakers",Discogs,8.0,1,1,1771447994031
595,2700,hIfcnliUxGI,"DISCARDED-103 A1. Ancut -  Steppin' [Vinyl Rip]",Discogs,8.0,1,1,1771447997873
596,2701,A1Xe--zSovc,"Ancut - Down Move [DISCARDED-103]",Discogs,8.0,1,1,1771447997874
597,2702,94PagDArWaM,"Ancut - Still Walking",Discogs,8.0,1,1,1771447997875
598,2703,pGvmIE8VoVw,"Ancut - Roma 1999",Discogs,8.0,1,1,1771447997876
599,2704,-ofH_3iH61I,"Matthias - Slayers Revenge [Suplu & Discarded X]",Discogs,8.0,1,1,1771448002899
600,2705,KJNs_4QHv5E,"Matthias - Redemption [SUPERLUMINAL-X-DISCARDED-01]",Discogs,8.0,1,1,1771448002901
601,2706,vMFC6qvRXJk,"Ancut - Attempt To Fail [SUPERLUMINAL-X-DISCARDED-01]",Discogs,8.0,1,1,1771448002902
602,2707,0pfuZHyZwps,"Ancut - Lights Over The City [SUPERLUMINAL-X-DISCARDED-01]",Discogs,8.0,1,1,1771448002904
603,2708,-ofH_3iH61I,"Matthias - Slayers Revenge [Suplu & Discarded X]",Discogs,8.0,1,1,1771448006899
604,2709,KJNs_4QHv5E,"Matthias - Redemption [SUPERLUMINAL-X-DISCARDED-01]",Discogs,8.0,1,1,1771448006904
605,2710,vMFC6qvRXJk,"Ancut - Attempt To Fail [SUPERLUMINAL-X-DISCARDED-01]",Discogs,8.0,1,1,1771448006910
606,2711,0pfuZHyZwps,"Ancut - Lights Over The City [SUPERLUMINAL-X-DISCARDED-01]",Discogs,8.0,1,1,1771448006916
607,2135,MuEL10kCq4w,"Paradise City Breakers - A1. Andromeda Is A Lie",Discogs,2.0,1,1,1771448533616
608,2698,yzd6zcmIPZk,"DISCARDED102 A1 OCP aka The Analogue Cops - Tubejazz",Discogs,2.0,1,1,1771449268804
609,2712,7OVkq5GHId0,"Ménage - T.O.A",Discogs,8.0,1,1,1771449573055
610,2713,hg--ccDxZwM,"Sam Brickel & Dashiell - Run Out Groove",Discogs,8.0,1,1,1771449573055
611,2714,73BY5UgJCpw,"Sam & Jack Brickel - Resurgence",Discogs,8.0,1,1,1771449573056
612,2727,ao2APrUuj7U,"Ulo S. - Beat Seeker [Animalia]",Discogs,8.0,1,1,1771449585542
613,2728,71CV1wqvJqE,"Ulo S. - It's Phizzy in Here [Animalia]",Discogs,8.0,1,1,1771449585543
614,2729,j418mGMmbmA,"Ulo S. - Uphoria",Discogs,8.0,1,1,1771449585544
615,2730,lIABK4q9UiI,"Ulo S. - Uphoria [Last Bean Of The Night Dub] (2024)",Discogs,8.0,1,1,1771449585545
616,2683,4bgACMGa5ww,"Yu - Beautiful Moment (Original Mix)",Discogs,2.0,1,1,1771449588201
617,2731,8_P82DI_uJA,"o.utlier - Evaporation [Animalia]",Discogs,8.0,1,1,1771450723838
618,2732,otTZEkVbd0k,"o.utlier - Crop Rotation",Discogs,8.0,1,1,1771450723842
619,2733,UMyF4cTsc18,"o.utlier - Ionic ‐ Biome EP - [ANIMA15] - 2025",Discogs,8.0,1,1,1771450723851
620,2734,R0WRfG5vs_g,Pulse,Discogs,10.0,1,1,1771450723853
621,2735,5RGIbxRibag,"Temporal Blend",Discogs,10.0,1,1,1771451144859
622,2736,GkFz1O2TR9w,Median,Discogs,10.0,1,1,1771451144861
623,2737,9HKKMpzJNRw,Wazzawa,Discogs,10.0,1,1,1771451144862
624,2738,vPqZXClBB40,"Last Piece",Discogs,10.0,1,1,1771451144864
625,2743,CHxvTx9k1jw,Saense,Discogs,10.0,1,1,1771451153225
626,2745,BxI7LI2FT-c,Ortogon,Discogs,10.0,1,1,1771451153226
627,2746,k2ZfRMSzMP8,Vaen,Discogs,10.0,1,1,1771451153226
628,2747,l8jny0kuj28,"Iota - Aeiro",Discogs,8.0,1,1,1771451155473
629,2748,ESAAAbGJ1l0,"iota - Timelink",Discogs,8.0,1,1,1771451155475
630,2750,UPiWZ1_9EgU,"iota & Sam Brickel - Interzone",Discogs,8.0,1,1,1771451155479
631,2751,l8jny0kuj28,"Iota - Aeiro",Discogs,8.0,1,1,1771451157257
632,2752,ESAAAbGJ1l0,"iota - Timelink",Discogs,8.0,1,1,1771451157258
633,2754,UPiWZ1_9EgU,"iota & Sam Brickel - Interzone",Discogs,8.0,1,1,1771451157258
634,2755,21OwDTU5vbA,"OK EG  - Alkaline",Discogs,8.0,1,1,1771451161764
635,2756,6kyzs5ZTuY0,"OK EG - Prismatic Spring",Discogs,8.0,1,1,1771451161769
636,2757,fDOttvEAsyg,"OK EG - Phase Transition",Discogs,8.0,1,1,1771451161771
637,2758,WJ98QRDcqGU,"OK EG - Triple Point",Discogs,8.0,1,1,1771451161773
638,2759,Rs-A0_aH8Po,"Dolly - Bass Xertz",Discogs,8.0,1,1,1771451164044
639,2760,y1VFYSOnv-c,"Dolly - Organ Lab",Discogs,8.0,1,1,1771451164045
640,2761,eDYPUjoZlS8,"Dolly - Don't Forget the Moonscreen",Discogs,8.0,1,1,1771451164046
641,2762,6Nk6DIadc88,"Dolly - Mellow Fellow (Slo Mix)",Discogs,8.0,1,1,1771451164046
642,2763,DArTrUgGZ0Y,"Sam Brickel & Jack Brickel - LSB [ANIMA5]",Discogs,8.0,1,1,1771451168514
643,2764,OG81tTvZ4uk,"Dashiell - Recoil [Animalia]",Discogs,8.0,1,1,1771451168516
644,2765,ODH8_7dQhf4,"Eugene Pascal - Logic Eclipse [Animalia]",Discogs,8.0,1,1,1771451168516
645,2766,Z7y2K3hGQpE,"Dashiell – Under the Ice",Discogs,8.0,1,1,1771451168517
646,2768,ZCV5p_iAzcA,"Ebbs n Flow - Spy Kids [Animalia]",Discogs,8.0,1,1,1771451168517
647,2769,J4zrCpQNa9E,"Eugene Pascal - Cici [ANIMA5]",Discogs,8.0,1,1,1771451168518
648,2770,Rr6PGLpBtQM,"Sam Brickel & Dashiell - Mars [Animalia]",Discogs,8.0,1,1,1771451168518
649,2771,ROH6zngs-vc,"Billus  - Shifting Sands",Discogs,8.0,1,1,1771451173252
650,2772,jEOhsPYJCzw,"Billus   Splay",Discogs,8.0,1,1,1771451173253
651,2773,N5wajz8Rz-k,"Billus - Cubic",Discogs,8.0,1,1,1771451173257
652,2774,cvG8_6pgzw0,"Billus - Under the Canopy [ANIMA6]",Discogs,8.0,1,1,1771451173259
653,2775,viDJ0BX8eCI,"LOIF - Plunge",Discogs,8.0,1,1,1771451177850
654,2776,PTj1lzdNtDk,"LOIF - Depth Charge",Discogs,8.0,1,1,1771451177855
655,2777,H9yy73T8XZo,"LOIF - Stealth",Discogs,8.0,1,1,1771451177856
656,2778,Y0SgxL2Fe9I,"LOIF - Gloom Rider",Discogs,8.0,1,1,1771451177857
657,2779,-ykg9dOiKy8,"Sam Brickel - The Mind Flayer [ANIMA8]",Discogs,8.0,1,1,1771451182142
658,2780,7NgB3ke9pjc,"Sam Brickel - Hit 'Em Up (ft. Eugene Pascal) [Animalia]",Discogs,8.0,1,1,1771451182143
659,2781,FoVjLo5UPrY,"Sam Brickel - Neo Cortex [ANIMA8]",Discogs,8.0,1,1,1771451182144
660,2782,BuI_FdcPh6o,"Sam Brickel - Second Moon (ft. Dashiell) [ANIMA8]",Discogs,8.0,1,1,1771451182144
661,2783,86w7R-mwcXo,"Sam Brickel - The Pulse of Life [ANIMA8]",Discogs,8.0,1,1,1771451182145
662,2784,XelNr4-xjU4,"Sam Brickel - Like Minded Machines (ft. Eugene Pascal) [Animalia]",Discogs,8.0,1,1,1771451182146
663,2785,FARZ7uyHXIw,"Sam Brickel - Ansible [Animalia]",Discogs,8.0,1,1,1771451182146
664,2786,J43rwHy9snQ,"Sam Brickel - Sunset on Freeside [ANIMA8]",Discogs,8.0,1,1,1771451182147
665,2787,nv68I8DqRgs,"Command D - 0-Zone (ft. Cousin)",Discogs,8.0,1,1,1771451187508
666,2789,VgqSIp0eKIs,"Command D – Esc",Discogs,8.0,1,1,1771451187511
667,2715,7OVkq5GHId0,"Ménage - T.O.A",Discogs,2.0,1,1,1771453206531
668,2572,gVhaFrfm8RE,"al dente - The Serious Cousin [Animalia]",Discogs,8.0,1,1,1771453479869
